shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4525_55,53.3202562,-6.4059324,768,15129.167
4525_55,53.3203761901682,-6.40607707127458,769,15145.638
4525_55,53.3205143,-6.406143,770,15161.624
4525_55,53.3206669,-6.4061965,771,15178.977
4525_55,53.3208561,-6.406248,772,15200.312
4525_55,53.3209829,-6.4062696,773,15214.497
4525_55,53.3210745,-6.4062032,774,15225.611
4525_55,53.3212382,-6.4062355,775,15243.956
4525_55,53.3216394,-6.4062538,776,15288.624
4525_55,53.3216911,-6.4062555,777,15294.379
4525_55,53.3217275,-6.4062541,778,15298.431
4525_55,53.321792,-6.4062516,779,15305.611
4525_55,53.3218251,-6.406323,780,15311.628
4525_55,53.3219455,-6.4063175,781,15325.033
4525_55,53.3220605,-6.4062979,782,15337.898
4525_55,53.322105,-6.4062364,783,15344.327
4525_55,53.3221505,-6.4062276,784,15349.424
4525_55,53.3222938,-6.4061998,785,15365.48
4525_55,53.3223657,-6.4062352,786,15373.822
4525_55,53.3225746,-6.4063382,787,15398.064
4525_55,53.3226968,-6.4064443,788,15413.392
4525_55,53.3227874,-6.4065706,789,15426.526
4525_55,53.3228545,-6.4067089,790,15438.388
4525_55,53.3228964,-6.4068363,791,15448.074
4525_55,53.3229078,-6.4068711,792,15450.717
4525_55,53.3229587,-6.4070861,793,15466.123
4525_55,53.3229718,-6.4073041,794,15480.723
4525_55,53.3229536,-6.4074987,795,15493.848
4525_55,53.3229159,-6.407669,796,15505.947
4525_55,53.3228754,-6.407924,797,15523.528
4525_55,53.3228438,-6.4081422,798,15538.487
4525_55,53.3227723858374,-6.40835583296109,799,15554.792
4525_55,53.3225498,-6.4090209,800,15605.564
4525_55,53.3224607,-6.4092873,801,15625.898
4525_55,53.3226706,-6.4094776,802,15652.478
4525_55,53.3227078,-6.4095114,803,15657.192
4525_55,53.3230092,-6.4098145,804,15696.347
4525_55,53.3230561500791,-6.40987472876325,805,15702.936
4525_55,53.3231595,-6.410007,806,15717.427
4525_55,53.3233328,-6.4103217,807,15745.918
4525_55,53.3233806948318,-6.41041758287051,808,15754.239
4525_55,53.3236196,-6.4108954,809,15795.721
4525_55,53.3237841,-6.41121,810,15823.553
4525_55,53.3239574,-6.4115035,811,15851.022
4525_55,53.3240434,-6.4116229,812,15863.468
4525_55,53.3242757,-6.4119047,813,15895.421
4525_55,53.3243776,-6.4120122,814,15908.835
4525_55,53.3244426,-6.4120932,815,15917.861
4525_55,53.3246804,-6.4122707,816,15946.849
4525_55,53.3248281,-6.4123604,817,15964.34
4525_55,53.3249463778916,-6.41241300768758,818,15977.962
4525_55,53.3249828205761,-6.41242671355451,819,15982.12
4525_55,53.3251712,-6.4124858,820,16003.451
4525_55,53.3252562,-6.4124953,821,16012.932
4525_55,53.3253791,-6.4125107,822,16026.649
4525_55,53.325579,-6.4125107,823,16048.896
4525_55,53.3258847,-6.4124543,824,16083.126
4525_55,53.3261265,-6.4123946,825,16110.329
4525_55,53.3263794909707,-6.41225531728543,826,16139.975
4525_55,53.3266984,-6.4120795,827,16177.351
4525_55,53.3273966,-6.4116798,828,16259.494
4525_55,53.3275213463034,-6.41160830853053,829,16274.172
4525_55,53.328017,-6.4113245,830,16332.486
4525_55,53.3280869796558,-6.41128456071313,831,16340.716
4525_55,53.3282276,-6.411204,832,16357.261
4525_55,53.3283744,-6.4111012,833,16374.977
4525_55,53.328459,-6.4111329,834,16384.626
4525_55,53.3285021,-6.4112715,835,16395.032
4525_55,53.3285516,-6.4118532,836,16434.18
4525_55,53.3285825,-6.4129125,837,16504.843
4525_55,53.3285755,-6.4137687,838,16561.896
4525_55,53.3285675664417,-6.41393636185854,839,16573.102
4525_55,53.3285598477423,-6.41410618344928,840,16584.45
4525_55,53.3285349,-6.414648,841,16620.657
4525_55,53.3285176,-6.4156063,842,16684.536
4525_55,53.328563,-6.4160421,843,16714.009
4525_55,53.3286836478956,-6.41674362458674,844,16762.641
4525_55,53.3287447507833,-6.41709885832605,845,16787.267
4525_55,53.3288604,-6.4177694,846,16833.762
4525_55,53.3288729,-6.4178423,847,16838.814
4525_55,53.3289453,-6.4185146,848,16884.327
4525_55,53.3289254,-6.4185514,849,16887.631
4525_55,53.3289126,-6.4185963,850,16890.945
4525_55,53.3289081,-6.4186454,851,16894.254
4525_55,53.3289122,-6.4186946,852,16897.564
4525_55,53.3289248,-6.4187405,853,16900.928
4525_55,53.3289451,-6.4187785,854,16904.322
4525_55,53.328971,-6.4188047,855,16907.692
4525_55,53.3290004,-6.418817,856,16911.065
4525_55,53.3291332,-6.4193369,857,16948.726
4525_55,53.3293029,-6.4202863,858,17014.741
4525_55,53.329472,-6.4212745,859,17083.219
4525_55,53.3295227099389,-6.42166150705923,860,17109.615
4525_55,53.3295567,-6.42192,861,17127.248
4525_55,53.329579069524,-6.42228602093998,862,17151.762
4525_55,53.3295968,-6.4225722,863,17170.931
4525_55,53.3296013,-6.4230874,864,17205.261
4525_55,53.3296024,-6.4232201,865,17214.103
4525_55,53.3295271,-6.4235447,866,17237.297
4525_55,53.3295078,-6.4235808,867,17240.522
4525_55,53.3294947,-6.423624,868,17243.748
4525_55,53.3294888,-6.4236715,869,17246.981
4525_55,53.3293668,-6.4237697,870,17262.053
4525_55,53.3287706626143,-6.42409471717883,871,17331.844
4525_55,53.3285799,-6.4241986,872,17354.174
4525_55,53.3284104989454,-6.42428598742429,873,17373.906
4525_55,53.3283883,-6.4242973,874,17376.489
4525_55,53.3280575,-6.4244677,875,17415.016
4525_55,53.327209585867,-6.42489724440306,876,17513.628
4525_55,53.3268298084493,-6.42508964308449,877,17557.796
4525_55,53.3266663,-6.4251724,878,17576.81
4525_55,53.3264582,-6.4252224,879,17600.209
4525_55,53.3264362,-6.4251804,880,17603.927
4525_55,53.3264075,-6.4251516,881,17607.654
4525_55,53.326375,-6.425139,882,17611.367
4525_55,53.3263417,-6.4251436,883,17615.086
4525_55,53.3263108,-6.4251652,884,17618.814
4525_55,53.3262854,-6.4252014,885,17622.53
4525_55,53.3262677,-6.425249,886,17626.263
4525_55,53.3262598,-6.4253033,887,17629.987
4525_55,53.3261533,-6.4254045,888,17643.623
4525_55,53.3260511,-6.4255065,889,17656.873
4525_55,53.3250689730595,-6.42600749306512,890,17771.162
4525_55,53.3249465,-6.42607,891,17785.414
4525_55,53.3248899,-6.4260934,892,17791.904
4525_55,53.3248362,-6.4261155,893,17798.059
4525_55,53.3247294,-6.426148,894,17810.141
4525_55,53.3245798,-6.4261747,895,17826.885
4525_55,53.324442,-6.4261764,896,17842.222
4525_55,53.3243697,-6.4261671,897,17850.292
4525_55,53.3241759,-6.426103,898,17872.28
4525_55,53.3240940535662,-6.42607102183945,899,17881.635
4525_55,53.3240592,-6.4260573,900,17885.62
4525_55,53.3239437,-6.4259894,901,17899.247
4525_55,53.3237292,-6.4258003,902,17926.241
4525_55,53.3235743,-6.4255972,903,17948.158
4525_55,53.3235336,-6.4255328,904,17954.398
4525_55,53.3234422,-6.4253548,905,17970.024
4525_55,53.3232851,-6.4250302,906,17997.837
4525_55,53.3231964,-6.4248193,907,18015.011
4525_55,53.3231115545085,-6.42461767277666,908,18031.433
4525_55,53.3229873,-6.4243138,909,18055.954
4525_55,53.3229337,-6.4240081,910,18077.181
4525_55,53.3229431,-6.4239573,911,18080.724
4525_55,53.3229443,-6.4239043,912,18084.258
4525_55,53.3229372,-6.4238526,913,18087.793
4525_55,53.3229224,-6.4238055,914,18091.337
4525_55,53.3229008,-6.4237666,915,18094.873
4525_55,53.3228739,-6.4237383,916,18098.411
4525_55,53.3228436,-6.4237225,917,18101.944
4525_55,53.3228117,-6.4237206,918,18105.496
4525_55,53.3227807,-6.4237325,919,18109.036
4525_55,53.3226974,-6.4236574,920,18119.571
4525_55,53.3225652,-6.4235383,921,18136.288
4525_55,53.3225093,-6.4234593,922,18144.438
4525_55,53.3224015,-6.4233235,923,18159.466
4525_55,53.3222774,-6.4231812,924,18176.219
4525_55,53.3221851,-6.4230982,925,18187.886
4525_55,53.3220489,-6.4229796,926,18204.981
4525_55,53.3218958711541,-6.42286845313032,927,18223.553
4525_55,53.3217758,-6.4227919,928,18237.857
4525_55,53.3214603,-6.4226021,929,18275.178
4525_55,53.3212164796061,-6.42246122600988,930,18303.892
4525_55,53.3210241,-6.4223498,931,18326.554
4525_55,53.3208732,-6.4222664,932,18344.243
4525_55,53.3205541,-6.4220844,933,18381.771
4525_55,53.3205306,-6.4222397,934,18392.446
4525_55,53.3204763,-6.4225991,935,18417.147
4525_55,53.3204079,-6.4231798,936,18456.588
4525_55,53.3203163185836,-6.42403684494302,937,18514.605
4525_55,53.3202965,-6.4242235,938,18527.238
4525_55,53.3202850134857,-6.42432498401175,939,18534.121
4525_55,53.3201676,-6.4253747,940,18605.285
4525_55,53.3200464,-6.4264232,941,18676.449
4525_55,53.3200099141625,-6.42672774273672,942,18697.147
4525_55,53.3199731,-6.4270375,943,18718.192
4525_55,53.3199594500068,-6.4271506916002,944,18725.887
4525_55,53.3199105,-6.427561,945,18753.769
4525_55,53.3198053,-6.4281654,946,18795.714
4525_55,53.3197526,-6.4283932,947,18811.989
4525_55,53.3195459,-6.4291903,948,18869.877
4525_55,53.3194909,-6.4293661,949,18883.095
4525_55,53.3194071,-6.429585,950,18900.41
4525_55,53.3193607,-6.4297153,951,18910.513
4525_55,53.3191916,-6.43016,952,18945.62
4525_55,53.3189500681756,-6.43092885125741,953,19003.482
4525_55,53.3188783,-6.4311575,954,19020.686
4525_55,53.3187242,-6.431689,955,19060.041
4525_55,53.3185922,-6.4322746,956,19101.741
4525_55,53.3185285,-6.4326611,957,19128.457
4525_55,53.3184828,-6.4331022,958,19158.291
4525_55,53.3183379,-6.4334179,959,19184.8
4525_55,53.3183057,-6.4334659,960,19189.603
4525_55,53.3182832,-6.4335275,961,19194.412
4525_55,53.3182724,-6.4335975,962,19199.23
4525_55,53.3182728,-6.4336543,963,19203.015
4525_55,53.3182812,-6.4337094,964,19206.805
4525_55,53.3182968,-6.4337599,965,19210.592
4525_55,53.3183257,-6.4338126,966,19215.354
4525_55,53.3183823,-6.4341068,967,19235.948
4525_55,53.318356,-6.4344913,968,19261.739
4525_55,53.3183284,-6.4348146,969,19283.503
4525_55,53.3182855443276,-6.43526792850853,970,19314.089
4525_55,53.3182537,-6.4356063,971,19336.917
4525_55,53.3182477568666,-6.43566925038347,972,19341.164
4525_55,53.3181044,-6.4372125,973,19445.244
4525_55,53.3180813,-6.4374596,974,19461.911
4525_55,53.3180284,-6.4380233,975,19499.938
4525_55,53.3179951,-6.4383893,976,19524.61
4525_55,53.317986,-6.4384888,977,19531.318
4525_55,53.3179648,-6.4389364,978,19561.241
4525_55,53.3179536,-6.4394111,979,19592.902
4525_55,53.3179625,-6.4397559,980,19615.903
4525_55,53.3179292,-6.4397627,981,19619.637
4525_55,53.3178982,-6.4397843,982,19623.375
4525_55,53.3178718,-6.4398189,983,19627.11
4525_55,53.3178519,-6.4398642,984,19630.854
4525_55,53.3178393,-6.4399224,985,19634.979
4525_55,53.3178375,-6.4399843,986,19639.109
4525_55,53.3178466,-6.4400442,987,19643.227
4525_55,53.3178664,-6.4400977,988,19647.419
4525_55,53.3178948,-6.4401388,989,19651.601
4525_55,53.3179292,-6.4401637,990,19655.774
4525_55,53.3179666,-6.4401703,991,19659.96
4525_55,53.3179928,-6.4404442,992,19678.445
4525_55,53.3180731,-6.4412115,993,19730.357
4525_55,53.3181086261563,-6.44146142282505,994,19747.476
4525_55,53.3181776,-6.4419435,995,19780.508
4525_55,53.3182972,-6.4427708,996,19837.227
4525_55,53.3184576,-6.443881,997,19913.339
4525_55,53.318499,-6.4442548,998,19938.673
4525_55,53.3185254,-6.4445519,999,19958.69
4525_55,53.3185445,-6.4449291,1000,19983.918
4525_55,53.3185475914213,-6.44501617969192,1001,19989.732
4525_55,53.3185653253742,-6.44549072326817,1002,20021.419
4525_55,53.3185912,-6.4461769,1003,20067.239
4525_55,53.3186164,-6.4466696,1004,20100.194
4525_55,53.3186781,-6.4473443,1005,20145.68
4525_55,53.3187684,-6.4477997,1006,20177.651
4525_55,53.3188735,-6.4482235,1007,20208.221
4525_55,53.3189997,-6.448653,1008,20240.104
4525_55,53.3191397,-6.4490469,1009,20270.631
4525_55,53.3192655,-6.4493512,1010,20295.274
4525_55,53.3193754,-6.4496144,1011,20316.658
4525_55,53.3194029511215,-6.44967322458474,1012,20321.635
4525_55,53.3195620259431,-6.45001217366956,1013,20350.335
4525_55,53.3196177,-6.4501304,1014,20360.358
4525_55,53.3198216,-6.4507001,1015,20404.589
4525_55,53.3199466,-6.4512086,1016,20441.221
4525_55,53.3200074,-6.4515833,1017,20467.093
4525_55,53.320071,-6.4523962,1018,20521.726
4525_55,53.3200949,-6.4531162,1019,20569.782
4525_55,53.3201753,-6.4536838,1020,20608.652
4525_55,53.3202751,-6.45423,1021,20646.709
4525_55,53.320481,-6.4549038,1022,20697.121
4525_55,53.320779,-6.4558959,1023,20771.088
4525_55,53.3208791,-6.4563851,1024,20805.539
4525_55,53.321001,-6.4562737,1025,20821.004
4525_55,53.3212559,-6.4560323,1026,20853.617
4525_55,53.3214033,-6.455815,1027,20875.498
4525_55,53.321458,-6.4557247,1028,20884.058
4525_55,53.3216235,-6.4554557,1029,20909.76
4525_55,53.3219167,-6.4548306,1030,20962.676
4525_55,53.3219877,-6.4546402,1031,20977.623
4525_55,53.3220169,-6.4544364,1032,20991.588
4525_55,53.3222357899601,-6.4538962427415,1033,21035.052
4525_55,53.322312513873,-6.453706835674,1034,21050.291
4525_55,53.3223822,-6.4535352,1035,21064.11
4525_55,53.3224982,-6.453256,1036,21086.755
4525_55,53.32285,-6.4524086,1037,21155.47
4525_55,53.3232345,-6.4514645,1038,21231.556
4525_55,53.3233588,-6.4511687,1039,21255.637
4525_55,53.3234396,-6.4509763,1040,21271.298
4525_55,53.3236472,-6.4504686,1041,21312.266
4525_55,53.3237663,-6.450177,1042,21335.787
4525_55,53.3238785,-6.4499249,1043,21356.719
4525_55,53.3241188,-6.4494904,1044,21396.134
4525_55,53.3241526,-6.4494307,1045,21401.609
4525_55,53.3243463,-6.4490881,1046,21433.008
4525_55,53.324396,-6.4490478,1047,21439.156
4525_55,53.3244649,-6.4489754,1048,21448.216
4525_55,53.324521,-6.4489352,1049,21455.01
4525_55,53.3245687,-6.4489101,1050,21460.576
4525_55,53.3246283,-6.4489162,1051,21467.221
4525_55,53.3246858,-6.4488892,1052,21473.869
4525_55,53.3247347,-6.4488319,1053,21480.517
4525_55,53.3247696,-6.4487509,1054,21487.167
4525_55,53.3247861,-6.4486627,1055,21493.324
4525_55,53.3247856,-6.4485702,1056,21499.488
4525_55,53.3247684,-6.4484823,1057,21505.65
4525_55,53.3247361,-6.448408,1058,21511.768
4525_55,53.3246919,-6.4483534,1059,21517.887
4525_55,53.324636,-6.4481768,1060,21531.198
4525_55,53.3245655,-6.447954,1061,21547.99
4525_55,53.3245496,-6.4468413,1062,21622.156
4525_55,53.3245231,-6.4463199,1063,21657.024
4525_55,53.3244789,-6.4459913,1064,21679.466
4525_55,53.3244451,-6.4457411,1065,21696.557
4525_55,53.3244175,-6.4455764,1066,21707.954
4525_55,53.324329,-6.445082,1067,21742.339
4525_55,53.3241663,-6.4441791,1068,21805.17
4525_55,53.3240944,-6.4436517,1069,21841.213
4525_55,53.3240458,-6.4430501,1070,21881.664
4525_55,53.3240437,-6.4425511,1071,21914.916
4525_55,53.3240797,-6.4419536,1072,21954.932
4525_55,53.3240922,-6.4417441,1073,21968.962
4525_55,53.324198,-6.4407886,1074,22033.712
4525_55,53.324352,-6.4396851,1075,22109.215
4525_55,53.3244469,-6.4393712,1076,22132.647
4525_55,53.3244837,-6.4393464,1077,22137.063
4525_55,53.3245608,-6.439335,1078,22145.678
4525_55,53.3247257,-6.4393414,1079,22164.035
4525_55,53.3248462,-6.4393912,1080,22177.85
4525_55,53.3250209008592,-6.43946321297565,1081,22197.876
4525_55,53.325100893908,-6.4394961425429,1082,22207.046
4525_55,53.3251611,-6.4395207,1083,22213.943
4525_55,53.32547,-6.439596,1084,22248.686
4525_55,53.3257763,-6.4396287,1085,22282.845
4525_55,53.32622,-6.439617,1086,22332.232
4525_55,53.3264522,-6.4395859,1087,22358.157
4525_55,53.3266729387133,-6.43952273715958,1088,22383.082
4525_55,53.3268167,-6.4394815,1089,22399.316
4525_55,53.326913927974,-6.43944516768645,1090,22410.404
4525_55,53.3271409,-6.4393602,1091,22436.291
4525_55,53.3272162,-6.4393321,1092,22444.878
4525_55,53.3273669,-6.4392708,1093,22462.14
4525_55,53.3275636,-6.4392033,1094,22484.489
4525_55,53.3278486,-6.4391128,1095,22516.776
4525_55,53.3280307,-6.4391398,1096,22537.122
4525_55,53.3281517,-6.43924,1097,22552.152
4525_55,53.3281888,-6.4392967,1098,22557.749
4525_55,53.3282353,-6.4394332,1099,22568.213
4525_55,53.3282692,-6.4395949,1100,22579.629
4525_55,53.3282892,-6.4399208,1101,22601.457
4525_55,53.3284679,-6.4440374,1102,22876.462
4525_55,53.3284782,-6.4442007,1103,22887.402
4525_55,53.3285681,-6.4461342,1104,23016.617
4525_55,53.3286104,-6.4469155,1105,23068.886
4525_55,53.328628,-6.4473216,1106,23096.015
4525_55,53.3286375,-6.4476298,1107,23116.577
4525_55,53.3286369,-6.4477344,1108,23123.547
4525_55,53.3286365,-6.4477969,1109,23127.711
4525_55,53.3286209,-6.4480031,1110,23141.559
4525_55,53.3285648,-6.4480855,1111,23149.874
4525_55,53.3285351,-6.4481655,1112,23156.145
4525_55,53.3285204,-6.4482387,1113,23161.29
4525_55,53.328515,-6.4483154,1114,23166.435
4525_55,53.3285241,-6.4484265,1115,23173.907
4525_55,53.3285522,-6.4485266,1116,23181.273
4525_55,53.3285965,-6.4486085,1117,23188.627
4525_55,53.328653,-6.4486649,1118,23195.953
4525_55,53.3287172,-6.448691,1119,23203.307
4525_55,53.3287829,-6.4486847,1120,23210.631
4525_55,53.3288445,-6.4486464,1121,23217.946
4525_55,53.3288968,-6.4485796,1122,23225.273
4525_55,53.3289351,-6.4484902,1123,23232.598
4525_55,53.3290527,-6.4484369,1124,23246.159
4525_55,53.3292019,-6.4484275,1125,23262.776
4525_55,53.3292936,-6.4484511,1126,23273.102
4525_55,53.3293602,-6.4484932,1127,23281.027
4525_55,53.3294466,-6.4485723,1128,23291.992
4525_55,53.3295853,-6.4488567,1129,23316.433
4525_55,53.3298032,-6.4494397,1130,23362.225
4525_55,53.3298184,-6.4494805,1131,23365.427
4525_55,53.3298932,-6.4498139,1132,23389.149
4525_55,53.329961,-6.4500735,1133,23408.019
4525_55,53.3299674,-6.4501071,1134,23410.369
4525_55,53.3299844,-6.450202,1135,23416.968
4525_55,53.3300056,-6.450309,1136,23424.478
4525_55,53.3300338,-6.4504621,1137,23435.15
4525_55,53.3300556,-6.4505633,1138,23442.316
4525_55,53.3300903,-6.4507115,1139,23452.918
4525_55,53.3301195695892,-6.4508100731429,1140,23460.249